SK_ID_CURR,TARGET
100001,0.0650511535036589
100005,0.1264008628620721
100013,0.0812388348175381
100028,0.06150936361445506
100038,0.12830764326246136
100042,0.05589356265430258
100057,0.08303505659957812
100065,0.12547014945404739
100066,0.050359062441853036
100067,0.10329456967704846
100074,0.0632456135874924
100090,0.11512749959390182
100091,0.11715822104511218
100092,0.09810110738049076
100106,0.15582105555336895
100107,0.1118127200329659
100109,0.0985698236443112
100117,0.0762164392545638
100128,0.07349350185004867
100141,0.08792808085047797
100150,0.07549698001080188
100168,0.0649948468652681
100169,0.044324958226132305
100170,0.08690339091889715
100171,0.09982796639888057
100172,0.12153726652090674
100184,0.07391717210447452
100187,0.061739081507788805
100212,0.08580741486609227
100222,0.08476303380360346
100223,0.06309495139766638
100232,0.0732464175662122
100241,0.14118941603018154
100245,0.07944665703268997
100253,0.06144341107720472
100256,0.09450552250060656
100271,0.0548331904729736
100278,0.10646984965464179
100280,0.07066897821557801
100306,0.15388845599462228
100311,0.10708583173122699
100312,0.06354206411778854
100330,0.07495907404325683
100331,0.0894773443603707
100352,0.09284457873378946
100358,0.09300646295957889
100367,0.08562889481562194
100382,0.08528106471159594
100384,0.07421528114337463
100385,0.11568043013464609
100386,0.09037798935695124
100399,0.07180169163277555
100404,0.0692637614287725
100416,0.07177980818878771
100422,0.12102744691321059
100426,0.0794346542050855
100438,0.0684541590471429
100444,0.11472582332051404
100445,0.12338752376867869
100446,0.11718791412933037
100447,0.06484685933662425
100450,0.07368489794081397
100466,0.08577776882932897
100483,0.0728852833188856
100484,0.052560838077373696
100494,0.08403868913148659
100510,0.12550612364273958
100512,0.059550916846472596
100517,0.06955169980080025
100548,0.058363705407433124
100551,0.07007066447882375
100552,0.1256188788202176
100553,0.08592070699338518
100561,0.09290545248633332
100568,0.1234982038373211
100569,0.06932599505218803
100591,0.09532500450649674
100592,0.0478670004799343
100602,0.1076153097821071
100607,0.07915733752121476
100613,0.08342402592094014
100617,0.07819070190652501
100618,0.0914086441033471
100622,0.1635419474665524
100625,0.12431263176237177
100677,0.08352778474211335
100699,0.07670660572911973
100702,0.1367798629986977
100711,0.08414673212557183
100729,0.13700498689615462
100740,0.11816033287164764
100744,0.1048265472005228
100745,0.10250459482496345
100747,0.10006022563221771
100751,0.11105572463681833
100752,0.08554727492674787
100753,0.14571359597809894
100754,0.0958495606319628
100760,0.10778869724450355
100762,0.094147659326635
100763,0.07689646213231555
100765,0.07605647559910421
100770,0.10165115911132168
100772,0.08600916255940472
100777,0.08513413574717511
100791,0.06889436622965482
100792,0.05947658166287268
100797,0.0881767537547674
100823,0.09451281696192217
100826,0.09202204145795938
100830,0.06687916893389156
100836,0.1316864554178185
100872,0.08325691765578369
100910,0.08810221959395798
100913,0.05843467780953748
100918,0.07937864673538476
100931,0.055147471849024035
100952,0.11949028480529321
100953,0.10172954239413715
100965,0.10498516324440436
100970,0.08125807408719679
100982,0.12076705043209846
100983,0.08480641018997771
100984,0.06855209535901977
100987,0.11510383336707536
100997,0.09121567065736018
100998,0.1314093219068116
101002,0.09746583153356282
101005,0.13453438709951485
101008,0.12053593394277914
101020,0.09440688168206633
101021,0.09105592060098767
101024,0.09414318667965502
101025,0.1271110342296224
101026,0.09416244449873656
101031,0.08579609370327174
101041,0.05721681798444143
101051,0.06411509120527614
101055,0.08877760222898101
101056,0.13112088317061932
101057,0.10187608479978882
101064,0.0728110665475082
101079,0.07948754488696322
101087,0.08834801209149978
101090,0.06424746086440272
101092,0.09062466161434936
101097,0.09630861490977705
101099,0.05557693052080138
101107,0.08948925292336833
101118,0.09101263913059841
101125,0.09791544727678902
101126,0.08149108478468292
101128,0.09538579307817156
101136,0.12997008966990403
101140,0.10720188790181273
101149,0.07461143447731632
101160,0.08020977113151717
101169,0.11390470408143102
101181,0.07426691984170433
101186,0.05765661341740575
101190,0.09935317534686068
101193,0.11827633062849448
101194,0.08977073088165721
101198,0.09753728988346816
101200,0.07655872406535705
101204,0.09941226420334154
101211,0.08185972107005521
101213,0.08381076173089543
101223,0.07259101388072678
101225,0.09344779613202268
101237,0.07531944108282394
101243,0.07945522275754165
101244,0.10902938959099717
101258,0.06844657332981617
101259,0.15467265681652956
101268,0.10278010414570825
101269,0.06505812947658034
101271,0.1122744301962909
101279,0.07017851485663773
101281,0.08675545030959651
101287,0.07470331555638916
101292,0.09197170296561237
101294,0.07760337849291882
101296,0.06648767601102704
101297,0.08110229421754483
101299,0.06148473392716896
101301,0.0760256022284799
101305,0.07619891274800904
101308,0.06827367638008094
101318,0.05586963792807128
101327,0.11159211858804342
101329,0.10362561142012613
101332,0.06396691855061871
101337,0.09168784393150166
101343,0.06388734144858879
101345,0.08158181306324608
101346,0.08891070555660695
101353,0.053288496190473905
101354,0.11075568545317838
101355,0.09436582916170361
101356,0.05658809081128672
101362,0.11095251812528777
101363,0.12558045767131004
101365,0.07995412028656301
101366,0.09505243984275771
101367,0.12163139249713459
101368,0.055688458735560796
101374,0.12436709999028163
101380,0.06018063163657515
101383,0.06512768652959436
101398,0.05287841078254082
101399,0.13350063675648977
101401,0.09513324466099017
101412,0.1010061010826286
101426,0.10497692887101147
101427,0.14243982129951305
101428,0.10161036787567963
101429,0.09574422878772049
101434,0.06867664445817592
101440,0.09161461578235235
101448,0.09507097994165088
101449,0.07985483516461513
101465,0.07580329546110756
101467,0.06605088216865974
101472,0.14702855123881345
101478,0.08041520275221406
101497,0.08472821055468165
101504,0.0645827954535602
101547,0.08596212803680235
101548,0.10034209614320325
101555,0.07559559617145474
101570,0.09253191541572006
101572,0.07042053809183185
101578,0.07814501045221223
101580,0.10305693443213683
101588,0.0997245461160434
101602,0.07756004858257426
101610,0.10215052768655773
101614,0.1171122646346627
101616,0.09655276252154923
101643,0.09230293852022353
101644,0.09720392170050239
101649,0.0867629555147062
101650,0.10121278569942449
101665,0.06121208602950371
101667,0.1299162690458074
101669,0.05752444682155495
101674,0.1338093052574647
101675,0.08503792386196941
101678,0.10503892932241558
101682,0.08020617873062245
101686,0.09367536577004741
101697,0.12863071227046477
101700,0.09284068551754189
101711,0.06729681832219991
101714,0.05080583009048293
101715,0.10639287177796616
101728,0.0945338302989318
101732,0.0716739609158954
101757,0.08982194032625475
101758,0.10216048712893754
101759,0.10332324690632295
101762,0.05048136047730656
101764,0.07314549836923193
101780,0.11629200847582535
101784,0.08773853384263819
101789,0.07161647984658741
101816,0.08203210607908937
101819,0.058869875027922305
101827,0.043593853829173176
101863,0.0832048283421125
101867,0.10188718859520003
101870,0.07286242833501136
101873,0.10268604174661358
101878,0.09462086584786153
101879,0.05546307945088563
101880,0.07135927342163657
101887,0.11010805266856635
101897,0.0629736773277347
101901,0.06369490671146759
101903,0.14907371182307705
101920,0.06964216995217973
101921,0.08281902673072326
101922,0.08006943430910884
101961,0.1533724777375715
101962,0.07878041035563643
101971,0.07272347554030871
101976,0.12299255800478094
102002,0.10054223416461305
102005,0.06705013429491673
102007,0.13864440953786636
102017,0.07006540443475141
102019,0.12015533381888298
102029,0.0601223184050536
102051,0.09234295413187475
102052,0.06667859444747679
102054,0.07920550658542931
102062,0.11321924394802749
102067,0.09825711941359681
102068,0.09283717091132337
102070,0.07130340786088037
102090,0.07484996375322939
102092,0.1401782047189747
102099,0.12889439021967128
102100,0.05201389976919831
102112,0.10151791313697522
102113,0.09838669651406524
102122,0.10112303574309534
102123,0.07397730517884855
102125,0.06822189077905907
102126,0.10590494527851178
102146,0.09404676606589989
